CLIENTNUM;Attrition_Flag;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Amt_Chng_Q4_Q1;Total_Trans_Amt;Total_Trans_Ct;Total_Ct_Chng_Q4_Q1;Avg_Utilization_Ratio;Customer_Age;Credit_Limit;Age_Group;Average_Transaction_Value;Monthly_Average_Spending;Utilization_Level;Churn_Flag;Customer_Segment;Risk_Score;Risk_Level
779882508;Existing Customer;F;2;Unknown;Single;$40K - $60K;Blue;37;5;3;4;0;7282;0,74;3364;69;0,816;0;53;7282;46-55;48,75362319;280,3333333;Low;0;Regular;2;Medium Risk
718358808;Existing Customer;F;2;High School;Divorced;Less than $40K;Blue;50;5;3;5;0;3276;0,972;3758;61;0,694;0;57;3276;56+;61,60655738;313,1666667;Low;0;Regular;2;Medium Risk
712411908;Existing Customer;M;3;High School;Married;$60K - $80K;Blue;34;4;2;5;0;21158;0,633;4071;67;0,811;0;44;21158;36-45;60,76119403;339,25;Low;0;Regular;2;Medium Risk
716101308;Existing Customer;M;3;Unknown;Married;$40K - $60K;Blue;35;6;3;4;0;2173;0,857;4251;60;0,714;0;48;2173;46-55;70,85;354,25;Low;0;Regular;2;Medium Risk
737952333;Existing Customer;M;1;Graduate;Single;Less than $40K;Blue;56;3;1;5;0;2586;0,631;3435;65;0,585;0;64;2586;56+;52,84615385;286,25;Low;0;Regular;2;Medium Risk
719912808;Existing Customer;M;2;High School;Single;$60K - $80K;Blue;39;3;3;4;0;14973;0,706;4288;72;0,6;0;52;14973;46-55;59,55555556;357,3333333;Low;0;Regular;2;Medium Risk
719513733;Existing Customer;M;3;Doctorate;Married;$80K - $120K;Blue;41;3;3;4;0;8739;0,715;4276;69;0,769;0;48;8739;46-55;61,97101449;356,3333333;Low;0;Regular;2;Medium Risk
714933783;Existing Customer;M;2;Graduate;Married;$60K - $80K;Blue;37;5;1;4;0;8511;0,88;3775;62;0,676;0;51;8511;46-55;60,88709677;314,5833333;Low;0;Regular;2;Medium Risk
708917133;Existing Customer;M;3;High School;Single;$80K - $120K;Blue;35;3;3;4;0;11851;0,43;4498;73;0,622;0;48;11851;46-55;61,61643836;374,8333333;Low;0;Regular;2;Medium Risk
712709508;Existing Customer;F;2;Unknown;Single;Unknown;Blue;40;3;3;4;0;8012;0,596;2645;63;0,8;0;48;8012;46-55;41,98412698;220,4166667;Low;0;Regular;2;Medium Risk
716358033;Existing Customer;F;1;Graduate;Single;Less than $40K;Blue;43;6;3;4;0;6189;0,538;5004;65;0,806;0;53;6189;46-55;76,98461538;417;Low;0;Regular;2;Medium Risk
788912658;Existing Customer;F;2;Unknown;Married;Less than $40K;Blue;30;3;1;4;0;3734;0,954;3144;62;0,722;0;44;3734;36-45;50,70967742;262;Low;0;Regular;2;Medium Risk
712312908;Existing Customer;F;4;Unknown;Unknown;Less than $40K;Blue;34;6;2;4;0;2424;0,662;3890;66;0,65;0;47;2424;46-55;58,93939394;324,1666667;Low;0;Regular;2;Medium Risk
712815858;Existing Customer;F;1;High School;Single;Less than $40K;Blue;45;5;2;4;0;5330;0,515;3525;79;0,837;0;57;5330;56+;44,62025316;293,75;Low;0;Regular;2;Medium Risk
711349083;Existing Customer;F;4;Doctorate;Married;Less than $40K;Blue;28;3;2;4;0;4012;1,073;2962;60;0,765;0;47;4012;46-55;49,36666667;246,8333333;Low;0;Regular;2;Medium Risk
778968408;Existing Customer;M;2;Doctorate;Single;$60K - $80K;Blue;27;4;1;3;0;5341;0,771;1955;47;0,808;0;39;5341;36-45;41,59574468;162,9166667;Low;0;Regular;2;Medium Risk
814459833;Existing Customer;F;3;Graduate;Single;Less than $40K;Blue;37;5;3;4;0;8017;0,539;3042;55;0,528;0;42;8017;36-45;55,30909091;253,5;Low;0;Regular;2;Medium Risk
715054683;Existing Customer;M;2;Uneducated;Single;$80K - $120K;Blue;42;3;3;4;0;1645;0,771;3838;60;0,463;0;50;1645;46-55;63,96666667;319,8333333;Low;0;Regular;2;Medium Risk
802875333;Existing Customer;M;1;High School;Single;$60K - $80K;Blue;45;3;3;4;0;2458;0,819;3377;54;0,929;0;51;2458;46-55;62,53703704;281,4166667;Low;0;Regular;2;Medium Risk
718038483;Existing Customer;M;3;Uneducated;Single;$80K - $120K;Blue;35;5;1;4;0;16054;0,446;3449;75;0,705;0;42;16054;36-45;45,98666667;287,4166667;Low;0;Regular;2;Medium Risk
785134758;Existing Customer;M;2;College;Unknown;$80K - $120K;Blue;24;3;2;4;0;14320;0,754;4077;77;0,791;0;41;14320;36-45;52,94805195;339,75;Low;0;Regular;2;Medium Risk
712866933;Existing Customer;M;2;Graduate;Married;$60K - $80K;Blue;32;6;3;4;0;10824;0,962;3700;73;0,738;0;51;10824;46-55;50,68493151;308,3333333;Low;0;Regular;2;Medium Risk
778839108;Existing Customer;F;3;High School;Married;Less than $40K;Blue;31;3;1;4;0;6292;0,515;3687;74;0,644;0;50;6292;46-55;49,82432432;307,25;Low;0;Regular;2;Medium Risk
718509858;Existing Customer;M;3;Graduate;Married;$80K - $120K;Blue;37;3;1;4;0;4786;0,789;4347;69;0,683;0;46;4786;46-55;63;362,25;Low;0;Regular;2;Medium Risk
711795633;Existing Customer;M;0;Doctorate;Single;Less than $40K;Blue;52;3;3;4;0;3675;0,664;3798;53;0,472;0;65;3675;56+;71,66037736;316,5;Low;0;Regular;2;Medium Risk
721388283;Existing Customer;M;2;Post-Graduate;Single;$120K +;Blue;45;3;1;4;0;5597;0,596;4844;58;0,871;0;54;5597;46-55;83,51724138;403,6666667;Low;0;Regular;2;Medium Risk
718521258;Existing Customer;F;4;Post-Graduate;Married;Unknown;Blue;41;6;3;4;0;18178;0,744;3445;76;0,767;0;50;18178;46-55;45,32894737;287,0833333;Low;0;Regular;2;Medium Risk
708404883;Existing Customer;F;2;High School;Single;Unknown;Blue;37;4;2;4;0;27804;1,301;2761;57;0,966;0;45;27804;36-45;48,43859649;230,0833333;Low;0;Regular;2;Medium Risk
816606333;Existing Customer;M;2;High School;Single;$80K - $120K;Blue;52;6;3;4;0;32409;0,943;4218;66;0,571;0;57;32409;56+;63,90909091;351,5;Low;0;Regular;2;Medium Risk
713127708;Existing Customer;F;0;Uneducated;Married;Less than $40K;Blue;26;5;1;4;0;2230;0,896;3766;63;0,909;0;38;2230;36-45;59,77777778;313,8333333;Low;0;Regular;2;Medium Risk
720686583;Existing Customer;M;3;High School;Divorced;$120K +;Blue;37;5;3;4;0;6457;0,531;4487;73;0,431;0;46;6457;46-55;61,46575342;373,9166667;Low;0;Regular;2;Medium Risk
721398858;Existing Customer;M;2;Unknown;Single;$120K +;Blue;34;5;3;4;0;33913;0,901;4160;76;0,9;0;43;33913;36-45;54,73684211;346,6666667;Low;0;Regular;2;Medium Risk
714043008;Existing Customer;M;2;High School;Single;$40K - $60K;Blue;30;6;3;4;0;4297;0,797;4310;76;0,767;0;37;4297;36-45;56,71052632;359,1666667;Low;0;Regular;2;Medium Risk
710779083;Existing Customer;F;0;Graduate;Married;Less than $40K;Blue;48;3;3;4;0;1661;0,672;4338;77;0,925;0;59;1661;56+;56,33766234;361,5;Low;0;Regular;2;Medium Risk
789204933;Existing Customer;M;1;Uneducated;Single;Less than $40K;Blue;55;3;2;4;0;8963;0,744;4511;76;0,689;0;65;8963;56+;59,35526316;375,9166667;Low;0;Regular;2;Medium Risk
768972558;Existing Customer;M;5;High School;Married;$120K +;Blue;37;4;3;4;0;11099;0,89;3980;77;0,75;0;43;11099;36-45;51,68831169;331,6666667;Low;0;Regular;2;Medium Risk
770828358;Existing Customer;M;1;Graduate;Unknown;$80K - $120K;Blue;25;4;2;4;0;8138;0,596;4839;61;0,649;0;38;8138;36-45;79,32786885;403,25;Low;0;Regular;2;Medium Risk
715340733;Existing Customer;M;1;High School;Unknown;$40K - $60K;Blue;28;5;2;4;0;2222;0,843;4792;62;0,722;0;39;2222;36-45;77,29032258;399,3333333;Low;0;Regular;2;Medium Risk
822952158;Existing Customer;F;2;Graduate;Married;Less than $40K;Blue;49;4;2;4;0;1520;0,566;4256;73;0,622;0;53;1520;46-55;58,30136986;354,6666667;Low;0;Regular;2;Medium Risk
736145283;Existing Customer;M;2;College;Married;$80K - $120K;Blue;24;6;1;4;0;1669;0,698;3591;59;0,788;0;43;1669;36-45;60,86440678;299,25;Low;0;Regular;2;Medium Risk
778718658;Existing Customer;F;2;High School;Divorced;Unknown;Blue;15;3;3;4;0;9725;0,75;4062;65;0,711;0;33;9725;25-35;62,49230769;338,5;Low;0;Regular;2;Medium Risk
721189008;Existing Customer;M;4;Graduate;Married;$80K - $120K;Blue;27;4;2;4;0;12270;0,543;4578;67;0,811;0;41;12270;36-45;68,32835821;381,5;Low;0;Regular;2;Medium Risk
815525508;Existing Customer;F;3;High School;Unknown;Less than $40K;Blue;41;2;1;4;0;1515;0,819;3894;60;0,818;0;46;1515;46-55;64,9;324,5;Low;0;Regular;2;Medium Risk
754480233;Existing Customer;M;2;Post-Graduate;Divorced;$40K - $60K;Blue;43;5;2;4;0;3525;0,798;4742;62;0,824;0;50;3525;46-55;76,48387097;395,1666667;Low;0;Regular;2;Medium Risk
708324483;Existing Customer;F;4;Unknown;Single;Less than $40K;Blue;39;3;3;4;0;1548;0,664;4420;71;0,775;0;47;1548;46-55;62,25352113;368,3333333;Low;0;Regular;2;Medium Risk
807369708;Existing Customer;M;3;College;Married;$120K +;Blue;47;3;2;4;0;6355;0,711;4009;74;0,947;0;52;6355;46-55;54,17567568;334,0833333;Low;0;Regular;2;Medium Risk
779351208;Existing Customer;M;2;Unknown;Single;$60K - $80K;Blue;34;4;1;4;0;5176;0,838;1902;56;0,931;0;49;5176;46-55;33,96428571;158,5;Low;0;Regular;3;Medium Risk
805259733;Existing Customer;F;2;Unknown;Married;Unknown;Blue;50;6;1;4;0;11341;0,412;1731;46;0,586;0;55;11341;46-55;37,63043478;144,25;Low;0;Regular;3;Medium Risk
711050058;Existing Customer;F;2;Uneducated;Married;$40K - $60K;Blue;23;4;2;4;0;6732;0,856;1644;45;0,731;0;33;6732;25-35;36,53333333;137;Low;0;Regular;3;Medium Risk
779611008;Existing Customer;M;0;Graduate;Married;$40K - $60K;Blue;18;4;3;4;0;4532;0,734;1885;55;0,528;0;29;4532;25-35;34,27272727;157,0833333;Low;0;Regular;3;Medium Risk
709997958;Existing Customer;M;3;Graduate;Married;$40K - $60K;Blue;28;4;3;4;0;3478;0,65;2133;54;0,543;0;39;3478;36-45;39,5;177,75;Low;0;Regular;3;Medium Risk
770871708;Existing Customer;M;0;Graduate;Married;$40K - $60K;Blue;48;5;1;5;0;2591;0,601;2123;56;0,697;0;62;2591;56+;37,91071429;176,9166667;Low;0;Regular;3;Medium Risk
789043008;Existing Customer;F;2;Post-Graduate;Divorced;Less than $40K;Blue;43;4;2;4;0;9919;0,496;2058;70;0,842;0;55;9919;46-55;29,4;171,5;Low;0;Regular;3;Medium Risk
709106358;Existing Customer;M;3;Uneducated;Married;$60K - $80K;Blue;21;5;1;0;0;4716;2,175;816;28;2,5;0;40;4716;36-45;29,14285714;68;Low;0;At Risk;3;Medium Risk
789124683;Existing Customer;M;2;Unknown;Married;$80K - $120K;Blue;42;4;2;3;0;12217;1,075;1110;21;0,75;0;54;12217;46-55;52,85714286;92,5;Low;0;At Risk;3;Medium Risk
718813833;Existing Customer;F;3;Uneducated;Single;Unknown;Blue;34;5;2;2;0;10100;0,525;1052;18;1,571;0;44;10100;36-45;58,44444444;87,66666667;Low;0;At Risk;3;Medium Risk
778493808;Existing Customer;M;3;High School;Married;$60K - $80K;Blue;37;5;2;1;0;3906;1,214;1756;32;1;0;49;3906;46-55;54,875;146,3333333;Low;0;At Risk;3;Medium Risk
712661433;Existing Customer;M;4;Uneducated;Single;$80K - $120K;Blue;30;3;2;3;0;34516;1,621;1444;28;1,333;0;49;34516;46-55;51,57142857;120,3333333;Low;0;At Risk;3;Medium Risk
711743883;Existing Customer;F;3;Uneducated;Single;Less than $40K;Blue;35;5;2;3;0;4026;0,483;1237;32;0,6;0;43;4026;36-45;38,65625;103,0833333;Low;0;At Risk;3;Medium Risk
778992108;Existing Customer;M;2;Unknown;Married;$120K +;Blue;45;5;3;3;0;5266;1,702;1516;29;1,636;0;57;5266;56+;52,27586207;126,3333333;Low;0;At Risk;3;Medium Risk
713572683;Existing Customer;M;3;High School;Unknown;$60K - $80K;Blue;25;3;3;0;0;1862;0,883;1226;34;0,789;0;44;1862;36-45;36,05882353;102,1666667;Low;0;At Risk;3;Medium Risk
783554958;Existing Customer;M;4;Graduate;Single;$120K +;Blue;52;6;1;0;0;32090;0,567;1368;30;0,364;0;58;32090;56+;45,6;114;Low;0;At Risk;3;Medium Risk
711009708;Existing Customer;M;3;High School;Single;$80K - $120K;Blue;28;5;1;0;0;21617;1,047;1351;22;0,467;0;40;21617;36-45;61,40909091;112,5833333;Low;0;At Risk;3;Medium Risk
713539833;Existing Customer;F;4;High School;Single;$40K - $60K;Blue;38;6;1;3;0;8135;1,373;1716;29;0,812;0;48;8135;46-55;59,17241379;143;Low;0;At Risk;3;Medium Risk
721148358;Existing Customer;F;3;Uneducated;Single;Unknown;Blue;38;6;2;1;0;12860;0,646;1348;27;0,286;0;49;12860;46-55;49,92592593;112,3333333;Low;0;At Risk;3;Medium Risk
779956608;Existing Customer;F;2;Post-Graduate;Married;Unknown;Blue;31;6;1;3;0;20758;0,688;1555;32;0,684;0;41;20758;36-45;48,59375;129,5833333;Low;0;At Risk;3;Medium Risk
717912483;Existing Customer;M;4;Graduate;Unknown;$80K - $120K;Blue;27;5;2;0;0;27259;0,731;1376;35;0,591;0;43;27259;36-45;39,31428571;114,6666667;Low;0;At Risk;3;Medium Risk
787541883;Existing Customer;M;3;Graduate;Unknown;$80K - $120K;Blue;33;3;3;3;0;34516;0,483;1120;27;0,35;0;44;34516;36-45;41,48148148;93,33333333;Low;0;At Risk;3;Medium Risk
717806133;Existing Customer;M;2;Uneducated;Divorced;$60K - $80K;Blue;29;5;3;0;0;23603;0,795;1382;31;1,067;0;40;23603;36-45;44,58064516;115,1666667;Low;0;At Risk;3;Medium Risk
720615708;Existing Customer;M;0;Uneducated;Married;$40K - $60K;Blue;45;6;2;2;0;2601;0,814;1232;32;0,684;0;57;2601;56+;38,5;102,6666667;Low;0;At Risk;3;Medium Risk
710572458;Existing Customer;F;3;High School;Married;Unknown;Blue;24;4;1;1;0;15439;0,742;2069;43;0,536;0;36;15439;36-45;48,11627907;172,4166667;Low;0;At Risk;3;Medium Risk
721425558;Existing Customer;M;2;Graduate;Single;$120K +;Blue;37;2;3;2;0;14543;0,788;1536;37;0,423;0;52;14543;46-55;41,51351351;128;Low;0;At Risk;3;Medium Risk
787464408;Existing Customer;M;2;Uneducated;Single;$60K - $80K;Blue;40;5;2;2;0;19116;0,656;1184;29;0,611;0;53;19116;46-55;40,82758621;98,66666667;Low;0;At Risk;3;Medium Risk
716984658;Existing Customer;M;1;Graduate;Married;$120K +;Blue;39;3;2;3;0;34516;0,507;1106;31;0,938;0;49;34516;46-55;35,67741935;92,16666667;Low;0;At Risk;3;Medium Risk
779804208;Existing Customer;F;2;Graduate;Single;$40K - $60K;Blue;42;6;2;0;0;5332;0,939;1371;39;1,167;0;53;5332;46-55;35,15384615;114,25;Low;0;At Risk;3;Medium Risk
798473808;Existing Customer;M;3;College;Married;$80K - $120K;Blue;42;3;3;0;0;7477;0,511;1159;32;0,684;0;48;7477;46-55;36,21875;96,58333333;Low;0;At Risk;3;Medium Risk
717292758;Existing Customer;F;2;Graduate;Single;Less than $40K;Blue;47;5;3;2;0;6347;0,466;1161;44;0,375;0;55;6347;46-55;26,38636364;96,75;Low;0;At Risk;3;Medium Risk
713134458;Existing Customer;M;3;High School;Married;$120K +;Blue;43;4;1;1;0;13219;0,576;1097;24;0,5;0;54;13219;46-55;45,70833333;91,41666667;Low;0;At Risk;3;Medium Risk
716988633;Existing Customer;M;0;High School;Divorced;$60K - $80K;Blue;46;6;1;2;0;9734;0,785;1476;38;0,9;0;55;9734;46-55;38,84210526;123;Low;0;At Risk;3;Medium Risk
767695083;Existing Customer;M;2;Graduate;Married;$80K - $120K;Blue;44;3;3;0;0;4589;0,845;1590;37;0,37;0;50;4589;46-55;42,97297297;132,5;Low;0;At Risk;3;Medium Risk
710038008;Existing Customer;F;1;Graduate;Single;$40K - $60K;Blue;47;3;2;1;0;6038;0,741;1447;30;0,875;0;56;6038;56+;48,23333333;120,5833333;Low;0;At Risk;3;Medium Risk
714717483;Existing Customer;F;3;Uneducated;Divorced;Unknown;Blue;29;5;1;2;0;26181;0,913;1303;35;0,75;0;39;26181;36-45;37,22857143;108,5833333;Low;0;At Risk;3;Medium Risk
714900408;Existing Customer;F;4;High School;Single;Less than $40K;Blue;31;3;1;0;0;5773;0,67;1306;39;0,5;0;41;5773;36-45;33,48717949;108,8333333;Low;0;At Risk;3;Medium Risk
720902133;Existing Customer;M;1;High School;Single;$40K - $60K;Blue;46;4;1;0;0;5579;0,481;1025;35;0,667;0;58;5579;56+;29,28571429;85,41666667;Low;0;At Risk;3;Medium Risk
718768158;Existing Customer;M;1;College;Single;$40K - $60K;Blue;48;3;1;2;0;3539;0,781;1336;23;0,211;0;57;3539;56+;58,08695652;111,3333333;Low;0;At Risk;3;Medium Risk
822893133;Existing Customer;F;1;Uneducated;Divorced;Unknown;Blue;52;6;1;2;0;17561;0,94;1608;33;1,2;0;56;17561;56+;48,72727273;134;Low;0;At Risk;3;Medium Risk
713217858;Existing Customer;F;2;Uneducated;Single;Less than $40K;Blue;32;5;3;3;0;2264;0,479;1204;28;0,333;0;38;2264;36-45;43;100,3333333;Low;0;At Risk;3;Medium Risk
718426533;Existing Customer;M;4;Uneducated;Divorced;$60K - $80K;Blue;32;4;1;2;0;5504;0,62;1364;32;0,684;0;42;5504;36-45;42,625;113,6666667;Low;0;At Risk;3;Medium Risk
714578283;Existing Customer;M;1;Graduate;Married;$60K - $80K;Blue;37;6;3;0;0;2053;0,865;1283;28;1,154;0;47;2053;46-55;45,82142857;106,9166667;Low;0;At Risk;3;Medium Risk
716445783;Existing Customer;F;2;Uneducated;Married;Unknown;Blue;31;4;2;0;0;22718;0,791;1191;37;1,176;0;42;22718;36-45;32,18918919;99,25;Low;0;At Risk;3;Medium Risk
721342383;Existing Customer;M;2;Graduate;Married;$80K - $120K;Blue;34;6;3;2;0;17438;1,078;1860;37;0,85;0;39;17438;36-45;50,27027027;155;Low;0;At Risk;3;Medium Risk
720179883;Existing Customer;M;4;College;Unknown;$80K - $120K;Blue;25;3;3;1;0;1962;0,684;1179;27;0,688;0;40;1962;36-45;43,66666667;98,25;Low;0;At Risk;3;Medium Risk
713889933;Existing Customer;M;0;Graduate;Single;$40K - $60K;Blue;48;4;2;2;0;1638;0,533;1536;44;0,63;0;59;1638;56+;34,90909091;128;Low;0;At Risk;3;Medium Risk
721379433;Existing Customer;M;4;Graduate;Married;$60K - $80K;Blue;28;6;2;3;0;11338;0,695;1227;24;0,5;0;44;11338;36-45;51,125;102,25;Low;0;At Risk;3;Medium Risk
779743908;Existing Customer;M;4;Unknown;Divorced;$60K - $80K;Blue;29;4;2;2;0;7788;0,296;1196;30;0,429;0;44;7788;36-45;39,86666667;99,66666667;Low;0;At Risk;3;Medium Risk
711757383;Existing Customer;F;3;Unknown;Married;Less than $40K;Blue;42;4;1;2;0;2240;0,668;1905;39;0,345;0;50;2240;46-55;48,84615385;158,75;Low;0;At Risk;3;Medium Risk
779863533;Existing Customer;M;1;Graduate;Married;$80K - $120K;Blue;21;6;2;0;0;5120;0,867;1680;32;0,778;0;37;5120;36-45;52,5;140;Low;0;At Risk;3;Medium Risk
713580633;Existing Customer;M;3;Graduate;Married;$40K - $60K;Blue;32;6;2;3;0;11477;0,767;1260;27;0,688;0;46;11477;46-55;46,66666667;105;Low;0;At Risk;3;Medium Risk
796343058;Existing Customer;F;2;High School;Single;Less than $40K;Blue;43;4;1;2;0;3538;0,481;1265;38;0,462;0;49;3538;46-55;33,28947368;105,4166667;Low;0;At Risk;3;Medium Risk
818248383;Existing Customer;M;2;Doctorate;Married;$60K - $80K;Blue;28;3;3;3;0;4049;0,898;1742;35;1,5;0;33;4049;25-35;49,77142857;145,1666667;Low;0;At Risk;3;Medium Risk
798007308;Existing Customer;F;3;High School;Married;Unknown;Blue;51;6;1;0;0;8362;0,528;1175;41;0,464;0;57;8362;56+;28,65853659;97,91666667;Low;0;At Risk;3;Medium Risk
716290233;Existing Customer;F;3;Graduate;Married;$40K - $60K;Blue;33;6;2;3;0;4343;0,563;1352;35;0,944;0;43;4343;36-45;38,62857143;112,6666667;Low;0;At Risk;3;Medium Risk
816533733;Existing Customer;M;1;Unknown;Married;$80K - $120K;Blue;45;5;2;2;0;33951;0,822;1567;44;0,467;0;50;33951;46-55;35,61363636;130,5833333;Low;0;At Risk;3;Medium Risk
793889508;Existing Customer;F;2;Graduate;Married;$40K - $60K;Blue;42;4;3;3;0;4076;0,808;1235;37;0,682;0;48;4076;46-55;33,37837838;102,9166667;Low;0;At Risk;3;Medium Risk
788485908;Existing Customer;M;3;Unknown;Married;$60K - $80K;Blue;37;3;2;3;0;6224;0,738;1463;34;0,889;0;44;6224;36-45;43,02941176;121,9166667;Low;0;At Risk;3;Medium Risk
708655983;Existing Customer;F;3;High School;Divorced;Unknown;Blue;40;3;3;2;0;5267;0,442;1353;24;0,263;0;49;5267;46-55;56,375;112,75;Low;0;At Risk;3;Medium Risk
820355433;Existing Customer;M;3;Unknown;Single;$40K - $60K;Blue;38;6;1;1;0;2615;0,589;1395;34;0,259;0;43;2615;36-45;41,02941176;116,25;Low;0;At Risk;3;Medium Risk
712523283;Existing Customer;M;2;Unknown;Married;$120K +;Blue;41;4;3;2;0;14938;0,49;1134;31;0,632;0;55;14938;46-55;36,58064516;94,5;Low;0;At Risk;3;Medium Risk
721051908;Existing Customer;M;3;Graduate;Single;$60K - $80K;Blue;33;3;1;3;0;7552;0,463;1393;32;0,455;0;45;7552;36-45;43,53125;116,0833333;Low;0;At Risk;3;Medium Risk
714334383;Existing Customer;M;2;Graduate;Married;$60K - $80K;Blue;42;6;2;0;0;3583;1,088;1065;28;1,545;0;54;3583;46-55;38,03571429;88,75;Low;0;At Risk;3;Medium Risk
720484908;Existing Customer;F;1;Post-Graduate;Married;$40K - $60K;Blue;52;5;3;3;0;2155;1,423;1655;27;1,25;0;65;2155;56+;61,2962963;137,9166667;Low;0;At Risk;3;Medium Risk
721038408;Existing Customer;F;2;High School;Married;Less than $40K;Blue;27;4;1;2;0;1830;0,736;1741;43;0,654;0;38;1830;36-45;40,48837209;145,0833333;Low;0;At Risk;3;Medium Risk
719776608;Existing Customer;M;2;Graduate;Married;$80K - $120K;Blue;37;3;1;3;0;3126;0,824;1388;41;0,464;0;50;3126;46-55;33,85365854;115,6666667;Low;0;At Risk;3;Medium Risk
709220583;Existing Customer;M;3;Graduate;Divorced;$80K - $120K;Blue;21;6;4;2;0;4670;0,883;2256;56;0,6;0;34;4670;25-35;40,28571429;188;Low;0;At Risk;3;Medium Risk
789198708;Existing Customer;M;3;Graduate;Married;$120K +;Blue;47;3;1;2;0;27088;0,581;1135;24;0,846;0;58;27088;56+;47,29166667;94,58333333;Low;0;At Risk;3;Medium Risk
775198608;Existing Customer;F;2;Graduate;Married;Less than $40K;Blue;32;5;3;3;0;4429;1,065;1970;40;0,818;0;38;4429;36-45;49,25;164,1666667;Low;0;At Risk;3;Medium Risk
788699808;Existing Customer;F;4;Unknown;Single;Unknown;Blue;14;4;1;2;0;4394;0,889;1538;43;0,536;0;38;4394;36-45;35,76744186;128,1666667;Low;0;At Risk;3;Medium Risk
788862333;Existing Customer;F;3;Uneducated;Married;Less than $40K;Blue;23;6;2;2;0;5645;1,05;1527;32;0,455;0;38;5645;36-45;47,71875;127,25;Low;0;At Risk;3;Medium Risk
789262683;Existing Customer;M;1;Unknown;Divorced;$40K - $60K;Blue;49;4;3;2;0;3012;0,538;1315;23;0,278;0;60;3012;56+;57,17391304;109,5833333;Low;0;At Risk;3;Medium Risk
818926833;Existing Customer;F;3;College;Married;$40K - $60K;Blue;29;4;1;2;0;2000;0,782;1944;42;0,75;0;34;2000;25-35;46,28571429;162;Low;0;At Risk;3;Medium Risk
709451508;Existing Customer;F;1;High School;Married;Unknown;Blue;50;6;1;3;0;12766;0,668;1191;28;0,647;0;63;12766;56+;42,53571429;99,25;Low;0;At Risk;3;Medium Risk
716355783;Existing Customer;M;3;Unknown;Married;$60K - $80K;Blue;30;5;2;3;0;13080;0,685;1999;44;0,571;0;36;13080;36-45;45,43181818;166,5833333;Low;0;At Risk;3;Medium Risk
720497958;Existing Customer;M;1;Graduate;Married;$80K - $120K;Blue;14;5;3;2;0;14853;1,025;1800;41;0,519;0;29;14853;25-35;43,90243902;150;Low;0;At Risk;3;Medium Risk
811980858;Existing Customer;M;0;Graduate;Married;$60K - $80K;Blue;31;5;1;2;0;7667;0,632;1501;35;0,667;0;36;7667;36-45;42,88571429;125,0833333;Low;0;At Risk;3;Medium Risk
711048783;Existing Customer;M;4;Doctorate;Married;$80K - $120K;Blue;29;3;3;3;0;33405;0,535;1345;34;0,619;0;41;33405;36-45;39,55882353;112,0833333;Low;0;At Risk;3;Medium Risk
780557658;Existing Customer;F;0;Uneducated;Married;Unknown;Blue;54;5;3;2;0;11827;0,921;1395;37;0,609;0;63;11827;56+;37,7027027;116,25;Low;0;At Risk;3;Medium Risk
715367058;Existing Customer;M;3;College;Unknown;$60K - $80K;Blue;37;5;2;3;0;19044;0,721;1780;44;0,76;0;43;19044;36-45;40,45454545;148,3333333;Low;0;At Risk;3;Medium Risk
720666333;Existing Customer;M;3;Unknown;Married;$120K +;Blue;24;6;3;2;0;24577;0,75;1897;39;0,393;0;36;24577;36-45;48,64102564;158,0833333;Low;0;At Risk;3;Medium Risk
720812433;Existing Customer;M;2;College;Married;$120K +;Blue;46;6;1;2;0;28465;0,696;1693;37;1,056;0;54;28465;46-55;45,75675676;141,0833333;Low;0;At Risk;3;Medium Risk
714024858;Existing Customer;M;3;High School;Married;$80K - $120K;Blue;27;3;1;2;0;7056;0,815;1739;35;0,842;0;36;7056;36-45;49,68571429;144,9166667;Low;0;At Risk;3;Medium Risk
713536158;Existing Customer;M;1;College;Married;Less than $40K;Blue;56;5;3;2;0;4189;0,715;1597;31;0,722;0;65;4189;56+;51,51612903;133,0833333;Low;0;At Risk;3;Medium Risk
709635858;Existing Customer;F;3;Graduate;Married;Less than $40K;Blue;45;6;2;3;0;2235;0,556;1229;27;0,35;0;56;2235;56+;45,51851852;102,4166667;Low;0;At Risk;3;Medium Risk
814471983;Existing Customer;M;3;High School;Divorced;$80K - $120K;Blue;37;6;3;3;0;27310;0,919;1537;41;1,05;0;42;27310;36-45;37,48780488;128,0833333;Low;0;At Risk;3;Medium Risk
719143308;Existing Customer;M;2;Unknown;Single;$40K - $60K;Blue;28;4;4;3;0;2394;1,059;2805;85;0,667;0;37;2394;36-45;33;233,75;Low;0;At Risk;3;Medium Risk
720231108;Existing Customer;M;2;Graduate;Single;Less than $40K;Blue;39;3;4;3;0;3451;0,744;3031;57;0,676;0;57;3451;56+;53,1754386;252,5833333;Low;0;At Risk;3;Medium Risk
718415133;Existing Customer;M;1;Uneducated;Married;$80K - $120K;Blue;25;6;1;3;0;11352;1,324;1601;34;1,125;0;38;11352;36-45;47,08823529;133,4166667;Low;0;At Risk;3;Medium Risk
